global_step,avg_episode_returns,avg_episode_length,SPS
39782400,-4.74,71.12,8954.94
39833600,-4.51,71.27,8955.06
39884800,-4.66,73.32,8955.16
39936000,-4.45,71.90,8955.25
39987200,-4.65,71.88,8955.35
40038400,-4.94,72.89,8944.11
40089600,-4.52,73.52,8944.23
40140800,-4.73,74.58,8944.36
40192000,-4.83,73.04,8944.38
40243200,-4.48,73.14,8944.46
40294400,-4.99,72.77,8944.56
40345600,-5.15,74.19,8945.92
40396800,-4.63,71.56,8944.74
40448000,-4.02,70.51,8944.84
40499200,-4.73,73.68,8944.85
40550400,-4.75,71.12,8944.97
40601600,-4.72,73.70,8945.05
40652800,-4.34,71.46,8945.17
40704000,-4.56,72.86,8945.24
40755200,-4.51,71.37,8945.33
40806400,-4.24,70.88,8945.42
40857600,-4.79,72.38,8945.51
40908800,-4.64,71.73,8945.58
40960000,-4.92,72.64,8945.67
41011200,-4.24,71.29,8945.80
41062400,-4.67,72.78,8945.90
41113600,-4.76,73.15,8947.24
41164800,-4.60,74.35,8946.10
41216000,-4.43,70.72,8946.19
41267200,-4.79,72.01,8946.30
41318400,-4.52,73.19,8946.40
41369600,-4.84,73.19,8946.42
41420800,-5.00,73.21,8946.61
41472000,-4.35,70.73,8946.71
41523200,-4.85,75.45,8946.80
41574400,-4.48,72.03,8946.90
41625600,-3.93,69.10,8947.00
41676800,-4.80,74.50,8947.08
41728000,-4.68,72.54,8947.20
41779200,-4.18,71.66,8947.29
41830400,-4.54,71.97,8947.39
41881600,-4.72,72.67,8947.49
41932800,-4.51,71.72,8947.58
41984000,-4.29,71.81,8947.69
42035200,-4.33,73.52,8947.79
42086400,-4.28,71.16,8947.91
42137600,-4.24,71.29,8948.00
42188800,-4.53,72.73,8948.12
42240000,-4.43,71.15,8948.22
42291200,-4.42,71.49,8948.26
42342400,-4.39,72.75,8948.35
42393600,-4.22,71.28,8948.44
42444800,-4.57,72.47,8948.55
42496000,-4.59,72.45,8949.85
42547200,-4.70,73.96,8948.76
42598400,-4.70,72.41,8948.78
42649600,-4.81,74.40,8948.89
42700800,-3.55,66.27,8948.97
42752000,-4.27,71.49,8949.05
42803200,-4.92,74.91,8949.12
42854400,-4.60,73.44,8949.23
42905600,-4.64,73.36,8949.26
42956800,-4.28,70.68,8949.34
43008000,-3.89,69.68,8950.62
43059200,-4.83,73.78,8950.72
43110400,-3.73,68.96,8949.62
43161600,-3.90,71.84,8949.74
43212800,-4.46,73.80,8949.76
43264000,-5.21,77.14,8951.06
43315200,-4.40,74.36,8949.97
43366400,-4.09,70.16,8950.08
43417600,-4.59,73.35,8950.17
43468800,-4.27,70.19,8950.26
43520000,-4.32,72.19,8950.30
43571200,-4.34,72.26,8950.39
43622400,-4.77,74.15,8950.49
43673600,-3.82,69.03,8951.77
43724800,-3.74,68.14,8950.67
43776000,-4.58,72.46,8950.77
43827200,-4.24,72.26,8950.80
43878400,-3.86,69.34,8950.89
43929600,-4.03,69.57,8950.99
43980800,-4.39,70.20,8951.08
44032000,-4.34,70.52,8951.18
44083200,-4.06,71.56,8951.28
44134400,-4.32,71.79,8952.53
44185600,-3.97,70.72,8951.47
44236800,-4.10,70.99,8951.57
44288000,-4.42,71.38,8951.67
44339200,-4.20,71.25,8951.78
44390400,-4.30,72.19,8951.86
44441600,-4.35,69.14,8951.97
44492800,-4.51,71.98,8952.04
44544000,-4.16,70.11,8952.12
44595200,-3.95,71.30,8952.19
44646400,-4.31,71.11,8952.28
44697600,-4.17,71.83,8952.36
44748800,-4.54,74.66,8952.46
44800000,-4.39,71.11,8952.55
44851200,-4.10,71.16,8952.65
44902400,-4.05,70.12,8952.73
44953600,-3.68,69.22,8952.83
45004800,-4.40,72.63,8952.93
45056000,-4.38,72.35,8953.02
45107200,-4.05,70.29,8953.10
45158400,-4.32,70.83,8953.21
45209600,-4.80,74.08,8953.29
45260800,-3.84,70.24,8953.39
45312000,-3.75,71.52,8953.48
45363200,-3.69,70.56,8953.56
45414400,-3.51,67.44,8953.65
45465600,-4.27,72.39,8953.73
45516800,-4.31,72.09,8953.81
45568000,-3.85,68.63,8953.87
45619200,-3.92,71.80,8953.88
45670400,-4.55,74.28,8953.96
45721600,-4.62,72.89,8954.04
45772800,-4.08,70.89,8954.13
45824000,-4.15,68.14,8954.21
45875200,-3.70,69.10,8954.30
45926400,-4.26,70.28,8954.33
45977600,-4.42,72.80,8954.42
46028800,-4.74,73.55,8954.52
46080000,-3.98,69.83,8954.59
46131200,-4.08,71.88,8954.65
46182400,-3.73,68.75,8954.74
46233600,-4.68,73.08,8954.77
46284800,-4.14,70.74,8954.85
46336000,-3.98,69.70,8954.94
46387200,-4.04,71.96,8955.02
46438400,-4.46,71.39,8955.11
46489600,-4.03,72.04,8955.19
46540800,-4.34,72.78,8955.21
46592000,-4.31,72.62,8955.29
46643200,-3.75,68.92,8955.38
46694400,-3.92,71.39,8955.47
46745600,-3.85,70.42,8955.55
46796800,-4.07,69.57,8955.64
46848000,-4.28,71.77,8955.65
46899200,-4.29,71.37,8955.75
46950400,-4.10,72.82,8955.83
47001600,-3.53,70.30,8955.92
47052800,-3.97,70.44,8956.00
47104000,-3.96,69.99,8956.10
47155200,-3.70,71.24,8956.12
47206400,-3.84,69.95,8956.20
47257600,-3.73,68.73,8956.28
47308800,-4.48,72.27,8956.37
47360000,-3.79,71.08,8956.46
47411200,-4.17,71.57,8956.54
47462400,-3.80,71.21,8956.64
47513600,-3.91,71.25,8956.71
47564800,-3.35,68.60,8956.79
47616000,-3.49,68.76,8956.88
47667200,-4.03,71.91,8956.94
47718400,-3.89,71.01,8957.02
47769600,-3.73,69.64,8957.10
47820800,-3.89,70.74,8957.17
47872000,-3.84,70.82,8957.25
47923200,-3.53,70.42,8957.31
47974400,-3.86,72.57,8957.36
48025600,-3.79,70.91,8957.43
48076800,-3.93,70.65,8957.50
48128000,-3.66,69.36,8957.57
48179200,-3.98,71.91,8957.65
48230400,-4.28,72.50,8957.73
48281600,-3.38,68.64,8957.82
48332800,-4.09,69.83,8957.92
48384000,-3.92,72.73,8958.01
48435200,-4.14,73.72,8958.10
48486400,-3.74,69.87,8958.18
48537600,-3.92,71.46,8958.27
48588800,-4.21,71.35,8958.34
48640000,-4.23,71.98,8958.42
48691200,-4.26,70.31,8958.50
48742400,-4.01,70.97,8958.57
48793600,-3.33,67.83,8958.65
48844800,-3.94,70.48,8958.72
48896000,-3.62,69.99,8958.80
48947200,-3.83,69.79,8959.93
48998400,-3.49,69.58,8958.95
49049600,-3.89,71.15,8959.03
49100800,-3.83,71.55,8960.15
49152000,-3.23,69.01,8959.17
49203200,-3.97,71.32,8959.24
49254400,-3.66,69.91,8959.27
49305600,-4.05,71.90,8959.35
49356800,-3.80,70.51,8959.41
49408000,-3.59,70.11,8959.51
49459200,-3.85,70.98,8960.63
49510400,-4.22,71.29,8959.67
49561600,-3.86,70.57,8959.67
49612800,-3.26,69.40,8959.75
49664000,-3.75,68.78,8959.82
49715200,-3.82,71.39,8959.90
49766400,-3.92,73.02,8959.99
49817600,-4.08,74.55,8961.09
49868800,-3.55,71.40,8960.07
49920000,-3.37,71.31,8960.15
49971200,-3.36,69.85,8960.22
50022400,-3.73,73.17,8960.29
50073600,-3.41,70.02,8960.35
50124800,-3.63,69.17,8960.43
50176000,-3.67,68.78,8960.44
50227200,-3.49,72.08,8960.52
50278400,-3.50,68.80,8960.59
50329600,-3.84,71.44,8960.67
50380800,-4.04,71.71,8960.74
50432000,-3.39,69.50,8960.83
50483200,-3.95,68.17,8960.85
50534400,-4.37,71.56,8960.93
50585600,-3.32,68.50,8961.01
50636800,-3.77,71.17,8961.10
50688000,-3.18,69.44,8961.18
50739200,-4.16,71.90,8961.27
50790400,-3.49,68.78,8961.35
50841600,-3.42,69.02,8961.44
50892800,-3.52,70.35,8961.51
50944000,-3.92,71.00,8961.60
50995200,-3.42,70.09,8961.68
51046400,-3.57,70.43,8962.77
51097600,-3.65,71.06,8961.84
51148800,-4.06,70.62,8961.93
51200000,-3.89,70.00,8962.02
51251200,-3.58,69.58,8962.09
51302400,-3.40,70.90,8962.15
51353600,-3.48,70.59,8962.22
51404800,-3.46,68.27,8962.29
51456000,-4.12,74.37,8962.35
51507200,-3.49,69.95,8962.43
51558400,-3.44,68.53,8962.51
51609600,-3.94,70.75,8962.59
51660800,-3.50,69.02,8962.66
51712000,-2.98,68.67,8963.73
51763200,-2.87,65.97,8962.81
51814400,-3.42,68.11,8962.89
51865600,-3.65,69.85,8962.97
51916800,-3.24,68.45,8963.05
51968000,-4.15,72.29,8963.12
52019200,-3.47,70.57,8963.20
52070400,-4.00,71.00,8963.27
52121600,-3.83,71.54,8963.34
52172800,-3.76,71.73,8963.42
52224000,-3.30,70.12,8963.48
52275200,-3.38,67.57,8963.54
52326400,-2.89,66.14,8963.61
52377600,-3.67,69.97,8963.67
52428800,-3.63,68.49,8963.73
52480000,-4.15,73.32,8963.80
52531200,-3.74,70.69,8963.87
52582400,-3.72,71.72,8963.86
52633600,-3.49,69.65,8963.94
52684800,-3.25,68.74,8964.01
52736000,-3.62,71.29,8965.05
52787200,-4.07,71.42,8964.13
52838400,-3.89,72.04,8964.18
52889600,-3.81,70.55,8964.16
52940800,-3.49,70.68,8963.65
52992000,-3.22,68.93,8964.27
53043200,-3.83,72.92,8964.33
53094400,-3.61,69.40,8964.38
53145600,-3.10,68.95,8964.42
53196800,-3.67,71.35,8964.42
53248000,-3.64,70.44,8964.47
53299200,-3.62,71.01,8964.55
53350400,-3.62,70.27,8964.60
53401600,-2.62,67.23,8964.67
53452800,-2.92,69.13,8964.73
53504000,-3.40,70.24,8964.75
53555200,-3.22,69.50,8964.80
53606400,-3.00,68.32,8964.87
53657600,-3.10,66.94,8964.93
53708800,-3.26,68.66,8964.99
53760000,-3.38,70.41,8965.07
53811200,-3.35,68.01,8965.08
53862400,-3.75,71.44,8965.14
53913600,-3.65,70.80,8965.22
53964800,-2.89,69.33,8965.29
54016000,-2.74,67.29,8965.35
54067200,-3.43,67.97,8965.44
54118400,-3.00,65.83,8965.51
54169600,-3.36,69.73,8965.57
54220800,-3.30,69.77,8965.64
54272000,-3.41,70.46,8965.70
54323200,-3.75,70.24,8965.78
54374400,-4.03,71.73,8965.85
54425600,-3.46,69.79,8965.92
54476800,-3.68,70.91,8965.98
54528000,-3.20,68.92,8966.05
54579200,-3.46,69.38,8966.11
54630400,-3.10,66.17,8966.18
54681600,-3.21,69.48,8966.25
54732800,-3.14,68.81,8966.32
54784000,-3.90,72.44,8966.38
54835200,-3.30,69.78,8966.44
54886400,-3.51,68.40,8966.50
54937600,-3.13,68.97,8966.57
54988800,-3.59,71.52,8966.62
55040000,-2.87,68.09,8966.69
55091200,-3.85,70.79,8966.74
55142400,-3.74,72.34,8966.81
55193600,-2.98,67.16,8966.87
55244800,-3.35,70.51,8966.93
55296000,-3.47,70.48,8966.99
55347200,-3.75,70.63,8967.05
55398400,-3.33,67.95,8967.10
55449600,-3.82,71.04,8967.18
55500800,-2.31,66.41,8967.23
55552000,-3.85,71.85,8967.28
55603200,-3.53,70.24,8967.27
55654400,-3.31,72.02,8967.38
55705600,-3.33,69.87,8967.42
55756800,-3.23,68.89,8967.48
55808000,-2.59,65.40,8968.45
55859200,-2.97,67.88,8967.57
55910400,-2.85,68.19,8967.57
55961600,-3.27,70.09,8967.62
56012800,-3.04,68.64,8967.66
56064000,-2.76,66.41,8967.70
56115200,-3.37,72.31,8967.76
56166400,-3.74,70.84,8968.73
56217600,-3.42,69.07,8967.81
56268800,-3.03,68.65,8967.86
56320000,-3.69,70.75,8967.91
56371200,-3.08,69.17,8967.96
56422400,-3.58,70.77,8968.00
56473600,-3.71,70.13,8968.04
56524800,-3.10,71.45,8968.03
56576000,-2.69,68.15,8968.08
56627200,-3.01,69.43,8968.13
56678400,-2.94,68.06,8968.18
56729600,-3.22,70.40,8968.22
56780800,-3.54,69.64,8969.20
56832000,-3.58,70.83,8968.29
56883200,-3.01,69.53,8968.36
56934400,-2.13,66.57,8968.42
56985600,-3.38,70.51,8968.48
57036800,-3.23,70.88,8968.54
57088000,-3.28,69.53,8968.61
57139200,-3.26,67.80,8969.53
57190400,-3.05,67.98,8968.69
57241600,-2.81,66.82,8968.75
57292800,-3.40,69.70,8968.80
57344000,-3.93,72.35,8968.86
57395200,-3.28,69.72,8968.92
57446400,-2.84,69.10,8968.99
57497600,-2.74,67.93,8969.06
57548800,-2.92,68.30,8969.13
57600000,-3.05,70.04,8969.18
57651200,-3.63,71.44,8969.23
57702400,-3.14,68.22,8970.20
57753600,-2.40,65.01,8970.25
57804800,-3.27,69.00,8969.41
57856000,-2.92,68.15,8969.46
57907200,-3.48,71.39,8969.51
57958400,-2.75,66.42,8969.56
58009600,-3.33,68.19,8969.60
58060800,-1.86,65.56,8969.68
58112000,-3.65,71.53,8969.74
58163200,-3.38,71.61,8969.81
58214400,-2.95,67.35,8969.87
58265600,-3.26,68.69,8969.93
58316800,-3.10,68.22,8969.99
58368000,-2.29,65.21,8970.05
58419200,-3.76,71.07,8970.11
58470400,-2.82,68.76,8970.16
58521600,-3.02,67.73,8970.21
58572800,-3.22,69.26,8970.26
58624000,-3.37,69.21,8970.32
58675200,-3.81,71.65,8970.37
58726400,-3.00,68.38,8970.42
58777600,-2.93,68.57,8970.48
58828800,-2.27,67.75,8970.53
58880000,-3.01,67.34,8970.59
58931200,-2.69,68.17,8970.64
58982400,-3.53,71.82,8971.57
59033600,-2.66,67.18,8970.74
59084800,-2.94,67.77,8970.80
59136000,-3.45,70.16,8970.85
59187200,-2.93,68.56,8970.89
59238400,-3.35,68.70,8970.90
59289600,-3.29,70.17,8970.95
59340800,-3.38,70.27,8970.99
59392000,-2.97,68.57,8971.91
59443200,-2.97,68.69,8971.08
59494400,-3.40,69.96,8971.14
59545600,-2.83,68.55,8971.12
59596800,-2.15,65.68,8971.18
59648000,-2.46,67.75,8971.22
59699200,-3.41,71.01,8971.27
59750400,-3.56,70.85,8972.20
59801600,-2.72,66.93,8971.41
59852800,-3.13,69.22,8971.41
59904000,-2.61,68.33,8971.46
59955200,-3.64,71.99,8971.51
60006400,-2.57,68.30,8964.02
60057600,-2.96,69.36,8964.09
60108800,-3.24,69.83,8964.15
60160000,-2.90,68.96,8964.21
60211200,-3.02,67.75,8964.26
60262400,-2.82,68.44,8964.32
60313600,-3.04,66.88,8964.37
60364800,-3.09,68.38,8964.43
60416000,-2.75,68.63,8964.49
60467200,-2.86,68.43,8964.55
60518400,-3.08,69.82,8964.62
60569600,-3.41,71.38,8965.53
60620800,-3.12,67.90,8964.73
60672000,-2.96,69.58,8964.79
60723200,-3.20,69.47,8964.84
60774400,-3.02,68.97,8964.90
60825600,-2.86,67.69,8965.81
60876800,-2.16,65.25,8965.02
60928000,-2.41,67.32,8965.08
60979200,-2.92,68.27,8965.14
61030400,-2.52,68.13,8965.16
61081600,-2.93,68.95,8966.06
61132800,-2.57,67.49,8965.27
61184000,-2.54,67.46,8965.33
61235200,-2.99,68.34,8965.39
61286400,-3.60,70.40,8965.45
61337600,-2.80,68.46,8965.46
61388800,-2.53,67.65,8965.53
61440000,-2.63,66.26,8965.56
61491200,-2.56,66.66,8965.62
61542400,-3.29,67.33,8965.68
61593600,-3.62,71.34,8965.75
61644800,-3.06,68.79,8965.77
61696000,-2.67,67.97,8965.83
61747200,-3.18,68.11,8966.72
61798400,-2.81,68.39,8965.93
61849600,-2.25,67.64,8965.99
61900800,-2.85,68.50,8966.04
61952000,-2.83,67.89,8966.06
62003200,-2.44,68.00,8966.12
62054400,-2.62,68.46,8966.17
62105600,-3.17,69.87,8966.22
62156800,-3.07,67.87,8966.28
62208000,-2.66,67.85,8966.34
62259200,-2.99,67.47,8966.35
62310400,-2.63,67.15,8966.40
62361600,-2.63,69.21,8966.47
62412800,-3.42,70.22,8966.53
62464000,-3.03,69.25,8966.58
62515200,-2.88,67.48,8966.63
62566400,-2.66,68.48,8966.67
62617600,-3.05,68.51,8966.72
62668800,-3.28,69.92,8966.77
62720000,-3.25,68.58,8966.82
62771200,-2.43,66.08,8966.87
62822400,-3.05,71.06,8966.91
62873600,-2.90,69.68,8966.96
62924800,-2.92,66.92,8967.00
62976000,-2.75,67.23,8967.06
63027200,-2.84,69.74,8967.10
63078400,-2.48,67.83,8967.14
63129600,-2.87,70.71,8967.19
63180800,-2.55,67.63,8967.24
63232000,-3.14,69.16,8967.27
63283200,-2.08,66.18,8967.32
63334400,-2.24,65.74,8967.36
63385600,-2.76,67.77,8967.41
63436800,-2.56,67.49,8967.47
63488000,-3.16,70.43,8967.53
63539200,-2.86,68.86,8967.58
63590400,-3.08,69.45,8967.63
63641600,-2.92,69.08,8967.67
63692800,-2.79,68.34,8967.72
63744000,-2.97,66.91,8967.73
63795200,-2.27,68.03,8967.85
63846400,-2.89,69.18,8967.90
63897600,-2.54,67.03,8967.96
63948800,-3.11,70.00,8968.00
64000000,-2.34,66.67,8968.06
64051200,-2.61,67.01,8968.11
64102400,-3.11,68.55,8968.16
64153600,-3.24,69.38,8968.21
64204800,-2.76,68.27,8968.26
64256000,-2.62,67.62,8968.32
64307200,-2.20,66.23,8968.37
64358400,-2.51,67.93,8968.38
64409600,-2.54,68.18,8968.43
64460800,-3.15,68.70,8968.47
64512000,-2.68,67.46,8968.52
64563200,-2.56,67.70,8968.57
64614400,-2.46,67.45,8968.63
64665600,-2.62,66.88,8968.63
64716800,-2.63,67.81,8968.68
64768000,-2.24,67.11,8968.74
64819200,-2.38,67.14,8968.80
64870400,-2.57,68.98,8968.85
64921600,-3.10,69.43,8968.90
64972800,-1.73,65.93,8968.91
65024000,-2.45,66.52,8968.96
65075200,-2.73,68.84,8969.02
65126400,-2.44,67.78,8969.07
65177600,-2.75,68.60,8969.12
65228800,-2.41,66.63,8969.17
65280000,-2.19,67.70,8969.17
65331200,-3.00,68.53,8969.23
65382400,-2.02,65.13,8969.27
65433600,-2.71,66.49,8969.33
65484800,-2.07,67.15,8969.36
65536000,-2.03,66.75,8969.41
65587200,-2.47,66.71,8969.41
65638400,-2.75,68.13,8969.47
65689600,-1.71,64.22,8969.52
65740800,-1.95,64.74,8970.36
65792000,-2.52,69.75,8969.62
65843200,-2.43,68.08,8969.66
65894400,-2.93,67.44,8969.65
65945600,-2.64,66.91,8969.70
65996800,-2.54,68.12,8969.75
66048000,-2.32,65.67,8969.80
66099200,-2.71,67.85,8969.85
66150400,-1.87,64.75,8969.90
66201600,-1.93,65.81,8969.95
66252800,-1.74,63.07,8969.99
66304000,-2.64,67.78,8970.84
66355200,-2.71,67.98,8970.10
66406400,-2.54,68.22,8970.15
66457600,-2.98,69.10,8970.20
66508800,-2.34,65.96,8970.26
66560000,-2.75,67.86,8970.30
66611200,-2.24,67.19,8970.35
66662400,-2.62,68.84,8970.40
66713600,-2.58,68.54,8970.45
66764800,-2.32,68.44,8970.51
66816000,-3.30,70.28,8970.56
66867200,-1.93,65.86,8970.61
66918400,-2.13,67.03,8970.65
66969600,-2.28,67.34,8970.71
67020800,-2.30,66.73,8970.75
67072000,-2.50,68.11,8970.81
67123200,-2.82,69.08,8970.85
67174400,-2.23,65.18,8970.89
67225600,-2.56,67.45,8970.95
67276800,-2.35,65.36,8971.01
67328000,-1.95,65.39,8971.05
67379200,-2.70,67.83,8971.11
67430400,-1.69,63.99,8971.16
67481600,-3.17,68.41,8971.21
67532800,-2.27,67.31,8971.26
67584000,-1.57,65.06,8971.31
67635200,-2.09,67.26,8971.37
67686400,-2.60,67.36,8971.37
67737600,-3.09,72.30,8971.42
67788800,-2.68,66.71,8971.48
67840000,-2.85,69.08,8972.29
67891200,-2.62,67.92,8971.57
67942400,-2.01,67.20,8971.62
67993600,-3.18,69.76,8972.40
68044800,-3.20,67.72,8971.68
68096000,-2.43,65.68,8971.74
68147200,-2.46,67.88,8971.77
68198400,-2.12,66.08,8971.83
68249600,-2.06,67.24,8971.88
68300800,-2.47,65.99,8971.89
68352000,-1.48,63.69,8971.93
68403200,-1.87,66.14,8971.97
68454400,-2.19,66.29,8972.01
68505600,-2.05,66.78,8972.06
68556800,-2.23,66.97,8972.10
68608000,-1.44,63.77,8972.11
68659200,-1.26,64.75,8972.16
68710400,-2.16,66.88,8972.20
68761600,-2.18,65.90,8972.25
68812800,-2.62,69.86,8972.29
68864000,-1.96,65.72,8972.34
68915200,-3.14,70.39,8972.33
68966400,-2.78,66.14,8972.37
69017600,-1.61,66.61,8972.42
69068800,-1.80,65.76,8972.47
69120000,-1.32,63.11,8972.52
69171200,-1.99,67.61,8973.32
69222400,-1.90,65.52,8972.59
69273600,-2.46,67.37,8972.64
69324800,-2.40,66.01,8972.68
69376000,-1.90,64.16,8972.73
69427200,-2.15,65.68,8972.78
69478400,-1.98,64.99,8972.83
69529600,-2.17,66.74,8972.87
69580800,-2.12,66.42,8972.91
69632000,-1.68,67.66,8972.97
69683200,-3.05,70.05,8973.01
69734400,-2.20,66.45,8973.06
69785600,-1.94,65.86,8973.10
69836800,-1.64,65.53,8973.15
69888000,-2.05,67.58,8973.20
69939200,-2.09,67.53,8973.25
69990400,-2.41,66.49,8973.29
70041600,-1.99,66.58,8973.34
70092800,-2.37,66.92,8973.39
70144000,-2.50,66.66,8973.43
70195200,-2.13,66.37,8973.48
70246400,-2.36,67.46,8973.52
70297600,-2.93,68.88,8973.56
70348800,-2.94,69.88,8973.59
70400000,-2.52,68.37,8974.38
70451200,-2.10,66.81,8973.68
70502400,-2.00,68.15,8974.47
70553600,-1.87,66.56,8973.77
70604800,-1.79,65.09,8973.82
70656000,-1.99,66.96,8973.87
70707200,-1.90,65.22,8973.92
70758400,-2.46,65.82,8973.97
70809600,-2.12,67.46,8974.02
70860800,-1.51,64.99,8974.07
70912000,-3.09,69.49,8974.11
70963200,-2.11,65.64,8974.16
71014400,-2.15,68.18,8974.17
71065600,-1.99,66.12,8974.21
71116800,-2.39,66.20,8974.24
71168000,-1.87,66.24,8974.28
71219200,-2.11,66.42,8974.32
71270400,-2.13,65.62,8974.35
71321600,-1.50,64.94,8974.35
71372800,-2.29,67.21,8974.38
71424000,-3.05,69.50,8974.43
71475200,-2.29,68.27,8974.47
71526400,-1.93,65.51,8974.52
71577600,-2.46,68.18,8974.57
71628800,-2.80,68.63,8974.58
71680000,-2.37,67.54,8974.62
71731200,-2.09,66.20,8974.67
71782400,-1.95,64.19,8974.71
71833600,-2.39,67.82,8974.76
71884800,-2.72,69.95,8974.80
71936000,-1.13,63.32,8974.80
71987200,-1.82,64.62,8974.84
72038400,-1.64,65.16,8974.88
72089600,-1.96,67.22,8974.92
72140800,-1.65,65.90,8974.96
72192000,-1.96,66.78,8975.00
72243200,-1.58,63.61,8975.71
72294400,-2.28,68.57,8975.02
72345600,-1.25,62.88,8975.06
72396800,-0.86,63.12,8975.10
72448000,-1.69,64.90,8975.14
72499200,-2.40,67.07,8975.19
72550400,-1.81,65.11,8975.19
72601600,-2.43,66.41,8975.22
72652800,-1.84,65.96,8975.97
72704000,-1.50,63.44,8975.29
72755200,-1.58,64.86,8975.35
72806400,-2.60,67.95,8975.39
72857600,-2.17,67.00,8975.44
72908800,-2.05,66.73,8975.48
72960000,-2.21,66.41,8976.23
73011200,-2.10,67.39,8975.57
73062400,-2.10,67.28,8975.61
73113600,-2.00,65.57,8975.65
73164800,-1.78,65.60,8975.69
73216000,-1.43,64.96,8975.72
73267200,-1.41,63.36,8975.76
73318400,-2.02,66.95,8975.79
73369600,-1.83,65.34,8975.83
73420800,-1.48,63.93,8975.87
73472000,-2.03,67.64,8975.91
73523200,-1.76,66.71,8975.94
73574400,-1.98,67.03,8975.99
73625600,-2.08,66.59,8976.73
73676800,-2.29,67.30,8976.77
73728000,-2.06,66.28,8976.11
73779200,-2.14,66.14,8976.16
73830400,-1.96,64.03,8976.22
73881600,-2.04,66.32,8976.96
73932800,-2.15,65.63,8976.30
73984000,-2.03,67.22,8976.35
74035200,-1.30,64.00,8976.38
74086400,-1.24,63.39,8976.42
74137600,-1.42,64.73,8976.46
74188800,-1.89,64.81,8976.50
74240000,-1.63,63.61,8976.54
74291200,-2.62,68.26,8976.58
74342400,-1.93,66.05,8976.62
74393600,-1.89,66.59,8976.66
74444800,-2.04,65.77,8976.70
74496000,-2.35,66.83,8977.43
74547200,-1.64,64.09,8976.78
74598400,-1.90,64.00,8976.81
74649600,-1.26,65.34,8976.82
74700800,-2.26,65.78,8976.86
74752000,-1.54,64.13,8976.90
74803200,-1.32,64.49,8976.93
74854400,-2.16,68.57,8976.98
74905600,-1.66,65.24,8977.01
74956800,-2.22,65.92,8977.03
75008000,-2.11,67.67,8977.07
75059200,-2.30,68.46,8977.11
75110400,-2.14,66.88,8977.16
75161600,-2.15,67.68,8977.20
75212800,-1.90,64.58,8977.25
75264000,-1.59,65.16,8977.25
75315200,-1.68,65.09,8977.30
75366400,-1.24,62.91,8977.34
75417600,-1.42,64.34,8977.39
75468800,-1.74,65.67,8977.43
75520000,-1.98,66.50,8977.47
75571200,-1.71,65.76,8977.47
75622400,-2.07,67.35,8977.51
75673600,-2.02,67.39,8977.56
75724800,-1.93,65.87,8977.60
75776000,-1.38,64.39,8977.64
75827200,-1.52,65.51,8977.68
75878400,-1.97,67.46,8977.67
75929600,-1.56,63.41,8977.71
75980800,-1.68,64.98,8977.74
76032000,-2.27,66.98,8977.76
76083200,-1.57,65.22,8977.79
76134400,-1.52,64.96,8977.82
76185600,-1.27,65.05,8977.85
76236800,-2.70,67.29,8977.89
76288000,-1.41,64.25,8977.93
76339200,-1.93,66.97,8978.65
76390400,-0.85,62.29,8978.01
76441600,-1.96,68.19,8978.73
76492800,-2.06,66.67,8978.10
76544000,-1.68,65.49,8978.14
76595200,-1.94,65.80,8978.18
76646400,-2.23,67.89,8978.21
76697600,-1.38,63.89,8978.26
76748800,-1.72,65.95,8978.30
76800000,-1.81,65.96,8978.34
76851200,-2.16,67.36,8978.37
76902400,-1.57,65.29,8978.40
76953600,-1.47,63.01,8978.44
77004800,-2.01,67.11,8978.49
77056000,-1.16,63.77,8978.52
77107200,-2.02,67.91,8978.55
77158400,-1.58,65.49,8979.26
77209600,-1.44,62.97,8978.63
77260800,-1.63,65.03,8978.66
77312000,-2.22,68.17,8978.70
77363200,-1.35,64.38,8978.74
77414400,-1.16,63.30,8978.78
77465600,-2.12,66.02,8978.82
77516800,-2.25,66.32,8978.86
77568000,-2.41,68.79,8978.90
77619200,-1.79,64.14,8978.94
77670400,-1.46,63.37,8978.99
77721600,-1.53,64.27,8979.02
77772800,-1.03,63.86,8979.06
77824000,-1.94,65.99,8979.10
77875200,-2.21,68.31,8979.15
77926400,-1.67,65.06,8979.19
77977600,-1.34,63.64,8979.18
78028800,-2.26,66.90,8979.23
78080000,-1.26,63.44,8979.27
78131200,-1.54,65.02,8979.31
78182400,-0.92,63.05,8979.35
78233600,-1.90,66.17,8979.39
78284800,-1.80,65.65,8979.40
78336000,-1.18,64.66,8979.44
78387200,-1.24,63.88,8979.49
78438400,-2.20,68.05,8979.53
78489600,-1.69,66.32,8979.57
78540800,-1.82,66.61,8979.61
78592000,-2.30,68.02,8979.61
78643200,-0.12,60.63,8979.66
78694400,-1.22,63.65,8979.69
78745600,-1.62,66.13,8979.73
78796800,-1.55,64.53,8979.76
78848000,-1.43,64.89,8979.81
78899200,-1.89,65.43,8979.80
78950400,-1.52,65.00,8979.85
79001600,-0.76,63.04,8979.88
79052800,-1.55,66.29,8979.92
79104000,-1.88,67.65,8979.96
79155200,-1.71,64.98,8980.00
79206400,-1.91,65.58,8980.00
79257600,-0.90,63.60,8980.05
79308800,-1.24,66.94,8980.09
79360000,-0.90,64.20,8980.13
79411200,-1.38,64.00,8980.17
79462400,-2.24,66.75,8980.21
